pt,family,spp,spp_id,dist,counts,elev
374,Nectariniidae,Nectarinia johnstoni,36,4,2,3133
374,Musophagidae,Ruwenzorornis johnstoni,29,4,2,3133
375,Cisticolidae,Apalis personata,45,2,1,2777
375,Cisticolidae,Apalis porphyrolaema,46,2,1,2777
375,Pycnonotidae,Andropadus nigriceps,43,4,1,2777
375,Platysteiridae,Batis diops,24,2,2,2777
375,Locustellidae,Bradypterus cinnamomeus,47,3,1,2777
375,Cuculidae,Chrysococcyx klaas,11,1,1,2777
375,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2777
375,Cisticolidae,Oreolais ruwenzori,51,3,1,2777
375,Zosteropidae,Zosterops senegalensis,63,2,2,2777
376,Cisticolidae,Apalis porphyrolaema,46,3,1,2823
376,Locustellidae,Bradypterus cinnamomeus,47,4,1,2823
376,Acrocephalidae,Iduna similis,49,1,1,2823
376,Nectariniidae,Cinnyris stuhlmanni,32,1,4,2823
376,Cisticolidae,Cisticola chubbi,50,4,2,2823
376,Columbidae,Columba arquatrix,7,6,2,2823
376,Muscicapidae,Cossypha archeri,60,2,3,2823
376,Malaconotidae,Laniarius poensis,21,5,1,2823
376,Fringillidae,Crithagra gularis,16,1,1,2823
377,Locustellidae,Bradypterus cinnamomeus,47,2,1,3066
377,Acrocephalidae,Iduna similis,49,3,1,3066
377,Nectariniidae,Cinnyris stuhlmanni,32,1,4,3066
377,Cisticolidae,Cisticola chubbi,50,5,2,3066
377,Columbidae,Columba arquatrix,7,1,2,3066
377,Muscicapidae,Cossypha archeri,60,2,3,3066
377,Zosteropidae,Zosterops senegalensis,63,3,1,3066
378,Malaconotidae,Laniarius poensis,21,1,1,3438
378,Phylloscopidae,Phylloscopus umbrovirens,53,2,2,3438
379,Nectariniidae,Nectarinia johnstoni,36,1,2,3635
380,Locustellidae,Bradypterus cinnamomeus,47,3,4,3673
380,Accipitridae,Buteo oreophilus,1,4,1,3673
380,Turdidae,Turdus olivaceus,62,4,1,3673
381,Locustellidae,Bradypterus cinnamomeus,47,2,2,3145
381,Cisticolidae,Cisticola chubbi,50,3,4,3145
381,Nectariniidae,Nectarinia johnstoni,36,1,5,3145
381,Hirundinidae,Psalidoprocne pristoptera,17,1,7,3145
381,Fringillidae,Crithagra gularis,16,3,1,3145
382,Acrocephalidae,Iduna similis,49,4,2,3217
382,Cisticolidae,Cisticola chubbi,50,3,2,3217
382,Malaconotidae,Laniarius poensis,21,5,1,3217
382,Nectariniidae,Nectarinia johnstoni,36,1,4,3217
382,Hirundinidae,Psalidoprocne pristoptera,17,5,3,3217
383,Locustellidae,Bradypterus cinnamomeus,47,3,3,3322
383,Acrocephalidae,Iduna similis,49,4,2,3322
383,Nectariniidae,Cinnyris regius,31,1,1,3322
383,Nectariniidae,Cinnyris stuhlmanni,32,1,3,3322
383,Phylloscopidae,Phylloscopus umbrovirens,53,2,1,3322
384,Cisticolidae,Apalis porphyrolaema,46,2,1,2825
384,Nectariniidae,Cinnyris stuhlmanni,32,4,2,2825
384,Columbidae,Columba arquatrix,7,1,1,2825
385,Platysteiridae,Batis diops,24,3,2,2965
385,Locustellidae,Bradypterus cinnamomeus,47,2,1,2965
385,Nectariniidae,Cinnyris stuhlmanni,32,3,1,2965
385,Phylloscopidae,Phylloscopus laetus,52,3,1,2965
385,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2965
385,Zosteropidae,Zosterops senegalensis,63,3,3,2965
386,Locustellidae,Bradypterus cinnamomeus,47,3,2,2986
386,Nectariniidae,Cinnyris stuhlmanni,32,2,3,2986
386,Columbidae,Columba arquatrix,7,2,1,2986
386,Muscicapidae,Cossypha archeri,60,2,3,2986
386,Phylloscopidae,Phylloscopus umbrovirens,53,3,1,2986
386,Zosteropidae,Zosterops senegalensis,63,2,3,2986
387,Locustellidae,Bradypterus cinnamomeus,47,3,1,3022
387,Acrocephalidae,Iduna similis,49,4,1,3022
387,Nectariniidae,Cinnyris stuhlmanni,32,2,1,3022
387,Columbidae,Columba arquatrix,7,4,1,3022
387,Phylloscopidae,Phylloscopus umbrovirens,53,2,1,3022
387,Zosteropidae,Zosterops senegalensis,63,2,2,3022
388,Nectariniidae,Cinnyris stuhlmanni,32,2,4,3035
388,Zosteropidae,Zosterops senegalensis,63,1,2,3035
389,Locustellidae,Bradypterus cinnamomeus,47,2,1,3064
389,Acrocephalidae,Iduna similis,49,1,1,3064
389,Nectariniidae,Cinnyris stuhlmanni,32,1,3,3064
389,Nectariniidae,Nectarinia johnstoni,36,3,1,3064
389,Paridae,Melaniparus fasciiventer,38,1,3,3064
389,Phylloscopidae,Phylloscopus umbrovirens,53,1,2,3064
390,Nectariniidae,Cinnyris stuhlmanni,32,2,2,3082
390,Zosteropidae,Zosterops senegalensis,63,1,3,3082
391,Cisticolidae,Apalis porphyrolaema,46,2,1,2874
391,Phylloscopidae,Phylloscopus laetus,52,3,1,2874
392,Locustellidae,Bradypterus cinnamomeus,47,2,1,3119
392,Nectariniidae,Cinnyris stuhlmanni,32,1,6,3119
392,Malaconotidae,Laniarius poensis,21,3,2,3119
392,Nectariniidae,Nectarinia johnstoni,36,2,1,3119
392,Phylloscopidae,Phylloscopus umbrovirens,53,3,2,3119
392,Fringillidae,Crithagra gularis,16,1,1,3119
392,Zosteropidae,Zosterops senegalensis,63,1,2,3119
393,Cisticolidae,Apalis porphyrolaema,46,3,1,3139
393,Locustellidae,Bradypterus cinnamomeus,47,3,2,3139
393,Acrocephalidae,Iduna similis,49,2,1,3139
393,Nectariniidae,Cinnyris stuhlmanni,32,3,2,3139
393,Columbidae,Columba arquatrix,7,3,1,3139
393,Muscicapidae,Cossypha archeri,60,2,3,3139
393,Paridae,Melaniparus fasciiventer,38,3,2,3139
393,Ploceidae,Ploceus baglafecht,40,2,1,3139
393,Fringillidae,Crithagra frontalis,15,1,1,3139
394,Cisticolidae,Apalis porphyrolaema,46,3,1,3171
394,Acrocephalidae,Iduna similis,49,4,1,3171
394,Nectariniidae,Cinnyris stuhlmanni,32,1,4,3171
394,Columbidae,Columba arquatrix,7,4,1,3171
394,Malaconotidae,Laniarius poensis,21,5,1,3171
394,Muscicapidae,Bradornis comitatus,27,1,1,3171
394,Phylloscopidae,Phylloscopus umbrovirens,53,1,2,3171
394,Fringillidae,Crithagra frontalis,15,1,2,3171
394,Turdidae,Turdus olivaceus,62,1,1,3171
395,Platysteiridae,Batis diops,24,2,2,3192
395,Acrocephalidae,Iduna similis,49,3,1,3192
395,Nectariniidae,Cinnyris stuhlmanni,32,3,1,3192
395,Muscicapidae,Cossypha archeri,60,1,3,3192
395,Phylloscopidae,Phylloscopus umbrovirens,53,2,1,3192
395,Fringillidae,Crithagra frontalis,15,1,1,3192
396,Locustellidae,Bradypterus cinnamomeus,47,3,2,2219
396,Accipitridae,Buteo oreophilus,1,5,1,2219
396,Acrocephalidae,Iduna similis,49,4,1,2219
396,Nectariniidae,Cinnyris stuhlmanni,32,3,1,2219
396,Malaconotidae,Laniarius poensis,21,4,1,2219
396,Musophagidae,Ruwenzorornis johnstoni,29,5,2,2219
397,Locustellidae,Bradypterus cinnamomeus,47,2,1,2924
397,Acrocephalidae,Iduna similis,49,3,1,2924
397,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2924
397,Cisticolidae,Cisticola chubbi,50,3,2,2924
397,Muscicapidae,Cossypha archeri,60,3,2,2924
397,Nectariniidae,Nectarinia johnstoni,36,3,1,2924
397,Phylloscopidae,Phylloscopus laetus,52,3,1,2924
397,Hirundinidae,Psalidoprocne pristoptera,17,2,1,2924
398,Locustellidae,Bradypterus cinnamomeus,47,3,1,2946
398,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2946
398,Zosteropidae,Zosterops senegalensis,63,2,3,2946
399,Pycnonotidae,Andropadus nigriceps,43,2,2,2743
399,Locustellidae,Bradypterus cinnamomeus,47,3,1,2743
399,Acrocephalidae,Iduna similis,49,3,1,2743
399,Cisticolidae,Cisticola chubbi,50,2,2,2743
399,Muscicapidae,Cossypha archeri,60,3,2,2743
399,Malaconotidae,Laniarius poensis,21,2,2,2743
399,Phylloscopidae,Phylloscopus laetus,52,2,1,2743
399,Zosteropidae,Zosterops senegalensis,63,1,2,2743
400,Locustellidae,Bradypterus cinnamomeus,47,4,1,2895
400,Acrocephalidae,Iduna similis,49,3,1,2895
400,Muscicapidae,Cossypha archeri,60,4,2,2895
400,Malaconotidae,Laniarius poensis,21,5,1,2895
400,Phylloscopidae,Phylloscopus laetus,52,4,2,2895
401,Cisticolidae,Apalis porphyrolaema,46,2,1,2896
401,Locustellidae,Bradypterus cinnamomeus,47,3,2,2896
401,Acrocephalidae,Iduna similis,49,2,1,2896
401,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2896
401,Malaconotidae,Laniarius poensis,21,4,1,2896
401,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2896
402,Locustellidae,Bradypterus cinnamomeus,47,3,2,2902
403,Cisticolidae,Apalis porphyrolaema,46,2,1,2924
403,Pycnonotidae,Andropadus nigriceps,43,1,1,2924
403,Platysteiridae,Batis diops,24,2,1,2924
403,Locustellidae,Bradypterus cinnamomeus,47,4,3,2924
403,Acrocephalidae,Iduna similis,49,3,1,2924
403,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2924
403,Cisticolidae,Cisticola chubbi,50,4,2,2924
403,Malaconotidae,Laniarius poensis,21,4,1,2924
403,Zosteropidae,Zosterops senegalensis,63,2,3,2924
404,Locustellidae,Bradypterus cinnamomeus,47,4,1,2978
404,Acrocephalidae,Iduna similis,49,4,1,2978
404,Muscicapidae,Cossypha archeri,60,2,2,2978
404,Malaconotidae,Laniarius poensis,21,4,2,2978
404,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2978
404,Zosteropidae,Zosterops senegalensis,63,3,2,2978
405,Cisticolidae,Apalis porphyrolaema,46,4,1,3029
405,Platysteiridae,Batis diops,24,1,1,3029
405,Locustellidae,Bradypterus cinnamomeus,47,3,2,3029
405,Accipitridae,Buteo oreophilus,1,6,1,3029
405,Acrocephalidae,Iduna similis,49,4,1,3029
405,Muscicapidae,Cossypha archeri,60,4,3,3029
405,Malaconotidae,Laniarius poensis,21,5,2,3029
405,Musophagidae,Ruwenzorornis johnstoni,29,4,2,3029
406,Cisticolidae,Apalis personata,45,3,2,2784
406,Cisticolidae,Apalis porphyrolaema,46,2,1,2784
406,Pycnonotidae,Andropadus nigriceps,43,2,1,2784
406,Acrocephalidae,Iduna natalensis,48,4,1,2784
406,Acrocephalidae,Iduna similis,49,3,2,2784
406,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2784
406,Cisticolidae,Cisticola chubbi,50,3,2,2784
406,Columbidae,Columba arquatrix,7,2,10,2784
406,Phylloscopidae,Phylloscopus laetus,52,2,2,2784
406,Zosteropidae,Zosterops senegalensis,63,1,2,2784
407,Cisticolidae,Apalis porphyrolaema,46,3,1,3022
407,Locustellidae,Bradypterus cinnamomeus,47,3,2,3022
407,Acrocephalidae,Iduna similis,49,4,2,3022
407,Nectariniidae,Cinnyris stuhlmanni,32,3,1,3022
407,Muscicapidae,Cossypha archeri,60,3,3,3022
407,Malaconotidae,Laniarius poensis,21,4,1,3022
407,Nectariniidae,Nectarinia johnstoni,36,2,1,3022
407,Musophagidae,Ruwenzorornis johnstoni,29,4,2,3022
408,Locustellidae,Bradypterus cinnamomeus,47,3,1,2969
408,Acrocephalidae,Iduna similis,49,2,1,2969
408,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2969
408,Cisticolidae,Cisticola chubbi,50,3,4,2969
408,Muscicapidae,Cossypha archeri,60,1,3,2969
408,Malaconotidae,Laniarius poensis,21,5,1,2969
408,Paridae,Melaniparus fasciiventer,38,1,1,2969
408,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2969
408,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2969
409,Cisticolidae,Apalis porphyrolaema,46,2,1,2907
409,Locustellidae,Bradypterus cinnamomeus,47,2,2,2907
409,Acrocephalidae,Iduna similis,49,1,1,2907
409,Nectariniidae,Cinnyris stuhlmanni,32,1,3,2907
409,Cisticolidae,Cisticola chubbi,50,3,2,2907
409,Musophagidae,Ruwenzorornis johnstoni,29,1,2,2907
409,Zosteropidae,Zosterops senegalensis,63,1,3,2907
410,Cisticolidae,Apalis porphyrolaema,46,2,1,2844
410,Platysteiridae,Batis diops,24,3,1,2844
410,Locustellidae,Bradypterus cinnamomeus,47,2,1,2844
410,Acrocephalidae,Iduna similis,49,2,1,2844
410,Muscicapidae,Cossypha archeri,60,3,2,2844
410,Malaconotidae,Dryoscopus gambensis,18,2,2,2844
410,Malaconotidae,Laniarius poensis,21,3,1,2844
410,Muscicapidae,Bradornis comitatus,27,1,1,2844
410,Musophagidae,Ruwenzorornis johnstoni,29,3,1,2844
411,Cisticolidae,Apalis porphyrolaema,46,3,1,2843
411,Platysteiridae,Batis diops,24,3,1,2843
411,Locustellidae,Bradypterus cinnamomeus,47,4,2,2843
411,Acrocephalidae,Iduna similis,49,3,1,2843
411,Cisticolidae,Oreolais ruwenzori,51,4,1,2843
411,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2843
412,Cisticolidae,Apalis porphyrolaema,46,2,1,2764
412,Platysteiridae,Batis diops,24,3,1,2764
412,Acrocephalidae,Iduna similis,49,4,2,2764
412,Cisticolidae,Cisticola chubbi,50,3,2,2764
412,Muscicapidae,Pogonocichla stellata,61,4,1,2764
412,Pycnonotidae,Pycnonotus barbatus,44,3,1,2764
413,Platysteiridae,Batis diops,24,3,2,2929
413,Locustellidae,Bradypterus cinnamomeus,47,3,1,2929
413,Cisticolidae,Cisticola chubbi,50,2,2,2929
413,Columbidae,Columba arquatrix,7,2,3,2929
413,Muscicapidae,Cossypha archeri,60,4,2,2929
413,Phylloscopidae,Phylloscopus laetus,52,3,2,2929
413,Zosteropidae,Zosterops senegalensis,63,2,2,2929
414,Locustellidae,Bradypterus cinnamomeus,47,2,2,2970
414,Acrocephalidae,Iduna similis,49,3,4,2970
414,Cisticolidae,Cisticola chubbi,50,4,2,2970
414,Muscicapidae,Cossypha archeri,60,4,3,2970
414,Malaconotidae,Laniarius poensis,21,4,1,2970
414,Phylloscopidae,Phylloscopus laetus,52,4,1,2970
414,Zosteropidae,Zosterops senegalensis,63,2,2,2970
415,Locustellidae,Bradypterus cinnamomeus,47,2,1,2546
415,Acrocephalidae,Iduna similis,49,3,1,2546
415,Ploceidae,Ploceus baglafecht,40,1,1,2546
415,Pycnonotidae,Pycnonotus barbatus,44,3,1,2546
415,Fringillidae,Crithagra gularis,16,2,2,2546
415,Columbidae,Streptopelia semitorquata,9,1,2,2546
416,Locustellidae,Bradypterus cinnamomeus,47,3,2,2595
416,Acrocephalidae,Iduna similis,49,2,1,2595
416,Cisticolidae,Cisticola chubbi,50,3,2,2595
416,Colidae,Colius striatus,6,3,4,2595
416,Muscicapidae,Cossypha archeri,60,4,1,2595
416,Malaconotidae,Laniarius poensis,21,3,1,2595
416,Columbidae,Streptopelia semitorquata,9,1,1,2595
417,Locustellidae,Bradypterus cinnamomeus,47,3,2,2611
417,Acrocephalidae,Iduna similis,49,2,1,2611
417,Nectariniidae,Cinnyris stuhlmanni,32,4,1,2611
417,Cisticolidae,Cisticola chubbi,50,3,2,2611
417,Muscicapidae,Cossypha archeri,60,3,1,2611
417,Malaconotidae,Laniarius poensis,21,3,2,2611
418,Locustellidae,Bradypterus cinnamomeus,47,3,2,2626
418,Nectariniidae,Cinnyris regius,31,1,1,2626
418,Cisticolidae,Cisticola chubbi,50,4,2,2626
418,Malaconotidae,Laniarius poensis,21,2,2,2626
418,Malaconotidae,Laniarius poensis,21,3,1,2626
418,Malaconotidae,Telophorus dohertyi,22,3,1,2626
419,Locustellidae,Bradypterus cinnamomeus,47,2,1,2650
419,Acrocephalidae,Iduna similis,49,3,1,2650
419,Cisticolidae,Cisticola chubbi,50,3,2,2650
419,Muscicapidae,Cossypha archeri,60,4,1,2650
419,Malaconotidae,Laniarius poensis,21,4,2,2650
420,Platysteiridae,Batis diops,24,3,3,2671
420,Locustellidae,Bradypterus cinnamomeus,47,2,1,2671
420,Cisticolidae,Cisticola chubbi,50,3,2,2671
420,Malaconotidae,Laniarius poensis,21,4,1,2671
421,Acrocephalidae,Iduna similis,49,1,1,2564
421,Cuculidae,Cuculus solitarius,12,4,1,2564
421,Ploceidae,Ploceus baglafecht,40,1,1,2564
421,Fringillidae,Crithagra frontalis,15,1,1,2564
421,Fringillidae,Crithagra gularis,16,3,1,2564
422,Locustellidae,Bradypterus cinnamomeus,47,1,1,2546
422,Acrocephalidae,Iduna similis,49,2,1,2546
422,Nectariniidae,Cinnyris stuhlmanni,32,2,1,2546
422,Cisticolidae,Cisticola chubbi,50,4,2,2546
422,Phylloscopidae,Phylloscopus laetus,52,1,1,2546
422,Columbidae,Streptopelia semitorquata,9,4,1,2546
422,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2546
423,Cisticolidae,Apalis personata,45,2,1,2593
423,Pycnonotidae,Andropadus nigriceps,43,4,1,2593
423,Platysteiridae,Batis diops,24,2,1,2593
423,Locustellidae,Bradypterus cinnamomeus,47,2,1,2593
423,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2593
423,Muscicapidae,Cossypha archeri,60,3,1,2593
423,Malaconotidae,Laniarius poensis,21,4,1,2593
423,Phylloscopidae,Phylloscopus laetus,52,1,2,2593
423,Pycnonotidae,Pycnonotus barbatus,44,4,1,2593
423,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2593
424,Nectariniidae,Cinnyris stuhlmanni,32,3,1,2613
424,Cisticolidae,Cisticola chubbi,50,3,2,2613
424,Muscicapidae,Cossypha archeri,60,3,1,2613
424,Malaconotidae,Laniarius poensis,21,3,1,2613
424,Cisticolidae,Oreolais ruwenzori,51,3,1,2613
424,Phylloscopidae,Phylloscopus laetus,52,2,1,2613
424,Pycnonotidae,Pycnonotus barbatus,44,2,1,2613
425,Locustellidae,Bradypterus cinnamomeus,47,3,3,2629
425,Acrocephalidae,Iduna similis,49,3,1,2629
425,Nectariniidae,Cinnyris stuhlmanni,32,3,1,2629
425,Cisticolidae,Cisticola chubbi,50,4,1,2629
425,Muscicapidae,Cossypha archeri,60,3,1,2629
425,Malaconotidae,Laniarius poensis,21,4,1,2629
425,Cisticolidae,Oreolais ruwenzori,51,3,1,2629
425,Phylloscopidae,Phylloscopus laetus,52,4,1,2629
425,Phylloscopidae,Phylloscopus umbrovirens,53,3,1,2629
426,Locustellidae,Bradypterus cinnamomeus,47,3,1,2641
426,Cisticolidae,Oreolais ruwenzori,51,1,1,2641
427,Cisticolidae,Apalis porphyrolaema,46,4,1,2681
427,Locustellidae,Bradypterus cinnamomeus,47,1,2,2681
427,Acrocephalidae,Iduna similis,49,3,1,2681
427,Cisticolidae,Cisticola chubbi,50,2,1,2681
427,Muscicapidae,Cossypha archeri,60,3,1,2681
427,Malaconotidae,Laniarius poensis,21,3,1,2681
428,Locustellidae,Bradypterus cinnamomeus,47,2,1,2705
428,Cisticolidae,Cisticola chubbi,50,2,2,2705
428,Muscicapidae,Cossypha archeri,60,3,1,2705
428,Malaconotidae,Laniarius poensis,21,4,1,2705
429,Locustellidae,Bradypterus cinnamomeus,47,3,2,2712
429,Acrocephalidae,Iduna similis,49,3,1,2712
429,Nectariniidae,Cinnyris regius,31,2,1,2712
429,Cisticolidae,Cisticola chubbi,50,3,2,2712
429,Muscicapidae,Cossypha archeri,60,3,1,2712
429,Malaconotidae,Telophorus dohertyi,22,3,1,2712
429,Cisticolidae,Oreolais ruwenzori,51,3,1,2712
430,Cisticolidae,Cisticola chubbi,50,2,2,2559
430,Muscicapidae,Cossypha archeri,60,4,1,2559
430,Malaconotidae,Laniarius poensis,21,4,1,2559
431,Locustellidae,Bradypterus cinnamomeus,47,3,1,2577
431,Cuculidae,Centropus monachus,10,4,1,2577
431,Cisticolidae,Cisticola chubbi,50,3,2,2577
431,Malaconotidae,Laniarius poensis,21,4,1,2577
431,Columbidae,Streptopelia semitorquata,9,1,1,2577
432,Nectariniidae,Cinnyris regius,31,2,2,2580
432,Cisticolidae,Cisticola chubbi,50,3,2,2580
432,Muscicapidae,Cossypha archeri,60,3,1,2580
432,Phylloscopidae,Phylloscopus laetus,52,3,1,2580
432,Ploceidae,Ploceus alienus,39,3,1,2580
432,Fringillidae,Crithagra gularis,16,3,1,2580
433,Locustellidae,Bradypterus cinnamomeus,47,2,2,2628
433,Acrocephalidae,Iduna similis,49,3,1,2628
433,Cisticolidae,Cisticola chubbi,50,3,2,2628
433,Columbidae,Columba arquatrix,7,3,1,2628
433,Muscicapidae,Cossypha archeri,60,4,1,2628
433,Cisticolidae,Oreolais ruwenzori,51,3,1,2628
434,Locustellidae,Bradypterus cinnamomeus,47,2,3,2626
434,Cisticolidae,Cisticola chubbi,50,3,2,2626
434,Malaconotidae,Laniarius poensis,21,3,1,2626
434,Malaconotidae,Telophorus dohertyi,22,3,1,2626
434,Columbidae,Streptopelia semitorquata,9,1,2,2626
435,Locustellidae,Bradypterus cinnamomeus,47,1,2,2627
435,Acrocephalidae,Iduna similis,49,3,1,2627
435,Muscicapidae,Cossypha archeri,60,2,2,2627
435,Cisticolidae,Oreolais ruwenzori,51,1,2,2627
435,Phylloscopidae,Phylloscopus laetus,52,1,2,2627
435,Ploceidae,Ploceus alienus,39,3,2,2627
435,Columbidae,Streptopelia semitorquata,9,3,1,2627
435,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2627
436,Cisticolidae,Apalis porphyrolaema,46,2,1,2626
436,Acrocephalidae,Iduna natalensis,48,2,1,2626
436,Cisticolidae,Cisticola chubbi,50,1,2,2626
436,Malaconotidae,Laniarius poensis,21,4,2,2626
436,Cisticolidae,Oreolais ruwenzori,51,3,1,2626
436,Columbidae,Streptopelia semitorquata,9,3,2,2626
436,Zosteropidae,Zosterops senegalensis,63,1,4,2626
437,Locustellidae,Bradypterus cinnamomeus,47,3,2,2626
437,Acrocephalidae,Iduna similis,49,4,1,2626
437,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2626
437,Cisticolidae,Cisticola chubbi,50,3,1,2626
437,Malaconotidae,Laniarius poensis,21,4,1,2626
437,Cisticolidae,Oreolais ruwenzori,51,3,1,2626
437,Phylloscopidae,Phylloscopus laetus,52,3,1,2626
437,Columbidae,Streptopelia semitorquata,9,4,1,2626
438,Cisticolidae,Apalis personata,45,3,2,2597
438,Cisticolidae,Apalis porphyrolaema,46,3,1,2597
438,Acrocephalidae,Iduna similis,49,3,1,2597
438,Cisticolidae,Cisticola chubbi,50,3,2,2597
438,Muscicapidae,Cossypha archeri,60,4,1,2597
438,Cisticolidae,Oreolais ruwenzori,51,2,2,2597
438,Phylloscopidae,Phylloscopus laetus,52,3,1,2597
438,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2597
438,Pycnonotidae,Pycnonotus barbatus,44,4,1,2597
439,Cisticolidae,Apalis personata,45,3,1,2608
439,Cisticolidae,Apalis porphyrolaema,46,3,1,2608
439,Platysteiridae,Batis diops,24,1,2,2608
439,Locustellidae,Bradypterus cinnamomeus,47,3,2,2608
439,Cisticolidae,Cisticola chubbi,50,4,2,2608
439,Phylloscopidae,Phylloscopus laetus,52,1,2,2608
439,Turdidae,Turdus olivaceus,62,3,1,2608
439,Zosteropidae,Zosterops senegalensis,63,1,1,2608
440,Locustellidae,Bradypterus cinnamomeus,47,2,2,2557
440,Acrocephalidae,Iduna similis,49,3,2,2557
440,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2557
440,Cisticolidae,Cisticola chubbi,50,3,2,2557
440,Muscicapidae,Cossypha archeri,60,3,1,2557
440,Cisticolidae,Oreolais ruwenzori,51,3,2,2557
440,Pycnonotidae,Pycnonotus barbatus,44,3,1,2557
440,Zosteropidae,Zosterops senegalensis,63,1,1,2557
441,Pycnonotidae,Eurillas latirostris,42,3,2,2551
441,Columbidae,Columba arquatrix,7,1,2,2551
441,Malaconotidae,Laniarius poensis,21,4,1,2551
441,Pycnonotidae,Pycnonotus barbatus,44,3,1,2551
442,Pycnonotidae,Eurillas latirostris,42,3,1,2551
442,Cisticolidae,Apalis porphyrolaema,46,2,1,2551
442,Pycnonotidae,Andropadus nigriceps,43,3,1,2551
442,Locustellidae,Bradypterus cinnamomeus,47,2,1,2551
442,Cisticolidae,Cisticola chubbi,50,2,2,2551
442,Columbidae,Columba arquatrix,7,1,5,2551
442,Paridae,Melaniparus fasciiventer,38,1,3,2551
442,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2551
442,Pycnonotidae,Pycnonotus barbatus,44,3,2,2551
442,Turdidae,Turdus olivaceus,62,3,1,2551
442,Zosteropidae,Zosterops senegalensis,63,1,3,2551
443,Locustellidae,Bradypterus cinnamomeus,47,3,2,2620
443,Acrocephalidae,Iduna similis,49,3,1,2620
443,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2620
443,Cisticolidae,Cisticola chubbi,50,3,2,2620
443,Columbidae,Columba arquatrix,7,4,1,2620
443,Cisticolidae,Oreolais ruwenzori,51,3,2,2620
443,Phylloscopidae,Phylloscopus laetus,52,3,2,2620
443,Psittacidae,Poicephalus meyeri,41,3,1,2620
443,Musophagidae,Ruwenzorornis johnstoni,29,2,1,2620
444,Cisticolidae,Apalis personata,45,2,1,2609
444,Locustellidae,Bradypterus cinnamomeus,47,2,2,2609
444,Columbidae,Columba arquatrix,7,4,1,2609
444,Muscicapidae,Cossypha archeri,60,3,1,2609
444,Malaconotidae,Laniarius poensis,21,2,1,2609
444,Cisticolidae,Oreolais ruwenzori,51,2,1,2609
444,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2609
444,Fringillidae,Crithagra gularis,16,2,1,2609
445,Locustellidae,Bradypterus cinnamomeus,47,3,1,2650
445,Acrocephalidae,Iduna similis,49,3,1,2650
445,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2650
445,Cisticolidae,Cisticola chubbi,50,2,2,2650
445,Estrildidae,Estrilda kandti,14,2,1,2650
445,Phylloscopidae,Phylloscopus laetus,52,2,1,2650
446,Cisticolidae,Apalis porphyrolaema,46,4,1,2674
446,Locustellidae,Bradypterus cinnamomeus,47,3,1,2674
446,Acrocephalidae,Iduna similis,49,4,1,2674
446,Nectariniidae,Cinnyris regius,31,2,2,2674
446,Cisticolidae,Cisticola chubbi,50,4,2,2674
446,Malaconotidae,Dryoscopus gambensis,18,3,1,2674
446,Malaconotidae,Laniarius poensis,21,4,1,2674
446,Cisticolidae,Oreolais ruwenzori,51,5,1,2674
446,Pycnonotidae,Pycnonotus barbatus,44,4,2,2674
446,Columbidae,Streptopelia semitorquata,9,5,4,2674
446,Zosteropidae,Zosterops senegalensis,63,3,2,2674
447,Locustellidae,Bradypterus cinnamomeus,47,2,1,2667
447,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2667
447,Cisticolidae,Cisticola chubbi,50,3,2,2667
447,Malaconotidae,Laniarius poensis,21,5,1,2667
447,Nectariniidae,Nectarinia johnstoni,36,2,1,2667
447,Cisticolidae,Oreolais ruwenzori,51,2,1,2667
447,Phylloscopidae,Phylloscopus laetus,52,2,3,2667
447,Muscicapidae,Pogonocichla stellata,61,1,1,2667
447,Columbidae,Streptopelia semitorquata,9,1,1,2667
447,Columbidae,Streptopelia semitorquata,9,5,2,2667
447,Turdidae,Turdus olivaceus,62,3,1,2667
448,Acrocephalidae,Iduna similis,49,3,1,2661
448,Cisticolidae,Cisticola chubbi,50,3,2,2661
448,Muscicapidae,Cossypha archeri,60,2,2,2661
448,Malaconotidae,Dryoscopus gambensis,18,3,1,2661
448,Estrildidae,Estrilda kandti,14,1,2,2661
